 parcel_id,land_use,property_address, property_city, sale_date, sale_price, sold_as_vacant,acreage, neighborhood, land_value,building_value, total_value,finished_area,year_built, bed_rooms,full_bath,half_bath
142 02 0 107.00,SINGLE FAMILY,118  CARRIAGE DR,NASHVILLE,2015-09-25,237000,No,0.31,6733,34000,152200,186200,1854,1972,3,2,0
142 02 0 205.00,SINGLE FAMILY,272  CARRIAGE DR,NASHVILLE,2015-09-02,215000,No,0.32,6733,34000,165500,199500,1960,1976,3,2,0
142 11 0 010.00,SINGLE FAMILY,7168  WILLOW CREEK DR,NASHVILLE,2015-09-25,285000,No,0.49,6735,45000,189700,252900,2260,1987,4,3,0
142 11 0 035.00,SINGLE FAMILY,512  COLICE JEANNE RD,NASHVILLE,2015-09-30,270000,No,0.52,6735,45000,168600,213600,3000,1966,4,3,0
142 11 0 137.00,SINGLE FAMILY,7136  BIRCH BARK DR,NASHVILLE,2015-09-28,284900,No,0.4,6735,45000,181900,226900,2933.92999,1969,4,3,0
144 00 0 012.00,SINGLE FAMILY,6123  HILLSBORO PIKE,NASHVILLE,2015-09-01,4500000,No,3.53,9226,500400,3456900,4058100,19728.24988,1996,7,10,0
144 00 0 115.00,SINGLE FAMILY,1915  TYNE BLVD,NASHVILLE,2015-09-14,1400000,No,2.65,9226,410200,1359300,1769500,6658,2014,6,6,2
146 03 0 032.00,SINGLE FAMILY,4904  LAMBERT DR,NASHVILLE,2015-09-28,318500,No,1.01,9529,200000,93800,293800,1992,1956,2,2,0
146 10 0 006.00,SINGLE FAMILY,814  BRENTVIEW DR,NASHVILLE,2015-09-11,492500,No,0.91,9529,200000,203400,403400,2604,1962,2,3,1
156 00 0 064.00,SINGLE FAMILY,7979  HIGHWAY 100,NASHVILLE,2015-09-18,299000,No,1.17,6734,65000,230300,295300,2462,1968,3,3,0
158 11 0 056.00,SINGLE FAMILY,111  BALLEROY DR,BRENTWOOD,2015-09-30,1250000,No,2.3,9226,364500,720700,1106200,6657.28003,2005,6,5,2
160 02 0 013.00,SINGLE FAMILY,826  REDWOOD DR,NASHVILLE,2015-09-08,455000,No,1,9529,200000,140200,340200,2465,1952,3,2,0
081 07 0 038.00,SINGLE FAMILY,2108  15TH AVE N,NASHVILLE,2015-09-30,150000,No,0.17,226,11000,90200,101200,1356,2003,3,2,0
081 07 0 141.00,SINGLE FAMILY,2003  9TH AVE N,NASHVILLE,2015-09-30,265000,No,0.12,226,11000,112800,123800,1596,2015,3,2,1
081 07 0 176.00,SINGLE FAMILY,1706  ST LOUIS ST,NASHVILLE,2015-09-08,36000,No,0.17,3326,11000,5000,16800,1247,1938,3,1,1
081 07 0 276.00,SINGLE FAMILY,1906  15TH AVE N,NASHVILLE,2015-09-15,100000,No,0.13,226,11000,67000,78000,1320,1935,3,1,0
081 07 0 341.00,SINGLE FAMILY,1909  12TH AVE N,NASHVILLE,2015-09-25,54000,No,0.13,226,11000,39500,50500,1104,1930,3,1,0
081 07 0 576.00,SINGLE FAMILY,1023  LOOBY CIR,NASHVILLE,2015-09-30,119900,No,0.17,226,11000,71700,82700,993,1993,3,2,0
081 10 0 308.00,DUPLEX,1625  25TH AVE N,NASHVILLE,2015-09-03,119000,No,0.43,3326,13000,60600,73600,1978,1967,5,2,0
081 15 0 039.00,SINGLE FAMILY,1409  22ND AVE N,NASHVILLE,2015-09-03,199900,No,0.17,226,13000,110600,123600,1310.35004,2013,3,2,0
090 08 0 044.00,SINGLE FAMILY,6408  FRISCO AVE,NASHVILLE,2015-09-21,156500,No,0.14,3329,18000,57000,75000,814,1950,3,1,0
090 08 0 137.00,SINGLE FAMILY,748  CROLEY DR,NASHVILLE,2015-09-24,149900,No,0.18,3329,18000,49900,67900,884,1946,2,1,0
090 12 0 198.00,SINGLE FAMILY,502  BAGLEYSHOP DR,NASHVILLE,2015-09-11,198900,No,0.26,3328,31000,119700,150700,1572,1960,3,2,0
090 12 0 251.00,SINGLE FAMILY,638  FREEDOM PL,NASHVILLE,2015-09-15,195000,No,0.14,3329,24000,90500,114500,975,1963,3,1,0
090 12 0 312.00,SINGLE FAMILY,525  FOUNDRY DR,NASHVILLE,2015-09-28,180000,No,0.26,3328,31000,96200,127200,1150,1963,3,1,0
090 15 0 110.00,SINGLE FAMILY,533  STARLINER DR,NASHVILLE,2015-09-24,250000,No,0.29,3328,31000,137200,168200,1896,1961,3,1,1
090 15 0 128.00,SINGLE FAMILY,450  CAPRI DR,NASHVILLE,2015-09-25,175000,No,0.27,3328,31000,89200,120200,1025,1963,2,1,0
091 02 0 205.00,SINGLE FAMILY,6009  CALIFORNIA AVE,NASHVILLE,2015-09-14,222000,No,0.17,1226,25000,63900,88900,1040,1925,3,1,0
091 05 0 225.00,SINGLE FAMILY,617  NASHUA LN,NASHVILLE,2015-09-18,250000,No,0.15,3329,18000,115200,133200,1500,1971,3,1,0
091 06 0 117.00,SINGLE FAMILY,5821  CARL PL,NASHVILLE,2015-09-25,145000,No,0.14,1228,21000,76400,97400,1368,1954,3,1,0
091 06 0 373.00,SINGLE FAMILY,5407 A  MICHIGAN AVE,NASHVILLE,2015-09-29,380000,No,0.09,1226,45000,187500,232500,1824,2015,3,2,1
091 07 0 079.00,SINGLE FAMILY,5400  TENNESSEE AVE,NASHVILLE,2015-09-17,180000,No,0.1,1226,45000,65400,118500,1105,1930,3,1,0
091 07 0 114.00,SINGLE FAMILY,5311  TENNESSEE AVE,NASHVILLE,2015-09-18,155000,No,0.18,1226,45000,214300,259300,2018,2016,3,2,1
091 07 0 140.00,SINGLE FAMILY,4911  TENNESSEE AVE,NASHVILLE,2015-09-30,220000,No,0.22,1226,45000,51100,96100,920,1925,2,1,0
091 07 0 231.00,SINGLE FAMILY,5005  KENTUCKY AVE,NASHVILLE,2015-09-01,400000,No,0.17,1226,45000,134700,185900,2022,1940,4,2,0
091 07 0 384.00,SINGLE FAMILY,4917  TENNESSEE AVE,NASHVILLE,2015-09-04,394000,No,0.1,1226,45000,229400,278000,2208,2015,3,2,1
091 08 0 126.00,SINGLE FAMILY,1030  40TH AVE N,NASHVILLE,2015-09-12,130000,No,0.14,1127,20000,86300,106300,2162,1940,3,1,1
091 09 0 314.00,DUPLEX,6369 A  IVY ST,NASHVILLE,2015-09-18,224925,No,0.22,3329,24000,110800,134800,1836,2002,4,2,2
091 10 0 196.00,SINGLE FAMILY,5500  URBANDALE AVE,NASHVILLE,2015-09-17,98000,No,0.15,1228,21000,77700,98700,1308,1951,3,1,0
091 12 0 317.00,SINGLE FAMILY,813  45TH AVE N,NASHVILLE,2015-09-09,340000,No,0.07,1226,50000,221600,271600,2051,2014,3,2,0
091 13 0 376.00,SINGLE FAMILY,437  NEWTON CT,NASHVILLE,2015-09-21,399900,No,0.22,3329,18000,168200,186200,1559,2015,3,2,1
102 03 0 136.00,SINGLE FAMILY,6553  MARAUDER DR,NASHVILLE,2015-09-26,182000,No,0.27,3328,31000,157400,188400,2300,1966,3,2,0
102 07 0 028.00,SINGLE FAMILY,6593  CABOT DR,NASHVILLE,2015-09-02,170000,No,0.28,3328,31000,119600,150600,1620,1967,3,1,0
049 00 0 033.00,SINGLE FAMILY,3608  ECHO LN,NASHVILLE,2015-09-14,121500,No,1.1,4926,21900,89300,121300,1475,1971,3,1,1
049 15 0 045.00,SINGLE FAMILY,749  FLINT RIDGE DR,WHITES CREEK,2015-09-30,90000,No,0.25,7227,21000,68500,89500,1069,1988,3,2,0
050 13 0 003.00,SINGLE FAMILY,2160  W RICHMOND HILL DR,NASHVILLE,2015-09-16,139050,No,0.09,4826,14000,65600,79600,1632,1971,4,1,1
050 13 0 036.00,VACANT RESIDENTIAL LAND,2141  W RICHMOND HILL DR,NASHVILLE,2015-09-29,14500,Yes,0.2,4826,14000,79200,93200,1056,2016,2,1,1
058 16 0 053.00,SINGLE FAMILY,108  CHARLES CT,NASHVILLE,2015-09-04,520000,No,0.27,3533,21000,51500,72500,1025,1974,3,1,0
058 16 0 092.00,SINGLE FAMILY,308  KINGVIEW DR,NASHVILLE,2015-09-30,147000,No,0.22,3533,21000,92900,113900,1508,1975,4,1,1
059 08 0 015.00,ZERO LOT LINE,2704  VISTA LN,NASHVILLE,2015-09-10,40000,No,0.1,4826,7000,26400,33400,708,1984,2,1,0
059 10 0 032.00,SINGLE FAMILY,3861  DUNBAR DR,NASHVILLE,2015-09-08,151500,No,0.41,3533,21000,142400,163400,1840,2006,3,2,0
059 13 0 118.00,SINGLE FAMILY,3922  FLICKER DR,NASHVILLE,2015-09-10,89900,No,0.74,3534,21000,50600,73100,1084,1958,2,1,0
059 14 0 083.00,SINGLE FAMILY,759  RINGGOLD DR,NASHVILLE,2015-09-25,126900,No,0.2,3533,21000,79000,100000,1225,1966,4,1,1
069 16 0 194.00,SINGLE FAMILY,1907  S HAMILTON RD,NASHVILLE,2015-09-18,115000,No,0.65,3529,18000,54900,73100,1340,1945,4,2,0
070 06 0 063.00,SINGLE FAMILY,2733  BUENA VISTA PIKE,NASHVILLE,2015-09-28,118000,No,0.24,3527,11000,90300,101300,1186,1989,3,2,0
070 06 0 070.00,SINGLE FAMILY,2620  TAIGANS CT,NASHVILLE,2015-09-22,115000,No,0.27,3527,11000,70400,81400,1044,1996,3,2,0
070 07 0 047.00,SINGLE FAMILY,1020  ALICE ST,NASHVILLE,2015-09-11,69900,No,0.2,3527,11000,39500,51300,935,1956,3,1,0
070 08 0 220.00,SINGLE FAMILY,1905  LATHAN CT,NASHVILLE,2015-09-16,129900,No,0.43,3527,11000,104700,115700,2444,1964,3,1,1
070 09 0 061.00,SINGLE FAMILY,2311  MATTIE ST,NASHVILLE,2015-09-15,169900,No,0.5,3528,18000,57900,78300,1492,1940,3,1,1
071 01 0 179.00,SINGLE FAMILY,2205  OLD MATTHEWS RD,NASHVILLE,2015-09-02,179000,No,0.33,3527,11000,130400,143200,1858,2008,3,2,1
071 05 0 093.00,SINGLE FAMILY,1717  ROGER AVE,NASHVILLE,2015-09-02,132000,No,0.16,3527,11000,91400,102400,1163,1999,3,2,0
080 08 0 073.00,SINGLE FAMILY,3239  PANORAMA DR,NASHVILLE,2015-09-30,69900,No,0.19,3536,14000,48400,62400,975,1963,3,1,0
080 08 0 396.00,SINGLE FAMILY,3200  LAGRANGE DR,NASHVILLE,2015-09-29,118000,No,0.18,3536,14000,72000,86000,1610,1968,3,1,0
080 12 0 124.00,SINGLE FAMILY,2801  HYDES FERRY RD,NASHVILLE,2015-09-16,144900,No,0.17,3536,14000,88400,102400,1263,2001,3,2,0
081 01 0 027.00,DUPLEX,1906  HAILEY AVE,NASHVILLE,2015-09-30,105000,No,0.2,3529,18000,52300,70900,1523,1949,4,2,0
018 12 0 051.00,SINGLE FAMILY,308  FANNIN DR,GOODLETTSVILLE,2015-09-24,160000,No,0.97,9326,28100,71400,99500,1267.5,1962,2,1,0
025 04 0 114.00,SINGLE FAMILY,308  MCCOIN DR,GOODLETTSVILLE,2015-09-30,172400,No,0.36,9326,24000,143900,172600,1695,1993,2,2,0
025 07 0 031.00,SINGLE FAMILY,410  ROSEHILL CT,GOODLETTSVILLE,2015-09-25,120000,No,0.96,9326,30000,70000,100000,1000,1964,3,1,0
026 05 0 070.00,DUPLEX,309  TWO MILE PIKE,GOODLETTSVILLE,2015-09-17,195000,No,0.53,9326,28800,107000,135800,2629,1930,8,3,0
026 09 0 004.00,SINGLE FAMILY,117  SHEVEL DR,GOODLETTSVILLE,2015-09-21,124000,No,0.5,9326,25500,92200,123000,1508,1955,3,1,0
026 13 0 009.00,SINGLE FAMILY,429  MOSS TRL,GOODLETTSVILLE,2015-09-23,144000,No,0.73,9326,30800,100700,131500,1715,1950,2,2,0
032 09 0 078.00,SINGLE FAMILY,4865  INDIAN SUMMER DR,NASHVILLE,2015-09-01,119900,No,0.46,6828,30000,87300,117300,1304,1987,3,2,0
033 06 0 007.00,SINGLE FAMILY,1103  OLD DICKERSON PIKE,GOODLETTSVILLE,2015-09-09,190000,No,0.98,6828,35000,102900,137900,2468,1966,3,2,1
033 13 0 002.00,SINGLE FAMILY,107 A  CUNNIFF PKWY,GOODLETTSVILLE,2015-09-18,310000,No,1.01,6930,45000,194200,272100,3165,1976,4,4,0
041 10 0 019.00,SINGLE FAMILY,3917  BRICK CHURCH PIKE,NASHVILLE,2015-09-10,131700,No,1.07,6829,25000,82200,107200,1386,1958,3,2,0
041 12 0 112.00,SINGLE FAMILY,1038  WESTCHESTER DR,MADISON,2015-09-09,145000,No,0.96,6931,30000,79000,114400,1408,1957,2,1,0
041 16 0 051.00,SINGLE FAMILY,1119  BELLSHIRE DR,NASHVILLE,2015-09-30,160000,No,0.94,6829,25000,118600,143600,2268,1955,3,1,0
042 13 0 070.00,SINGLE FAMILY,202  PORT DR,MADISON,2015-09-17,160000,No,1.14,6931,30000,96700,126700,1938,1963,3,2,0
050 02 0 043.00,DUPLEX,3624  WILLOW CREEK CT,NASHVILLE,2015-09-29,70000,No,0.19,4831,12000,37300,49300,1696,1985,4,4,0
050 10 0 098.00,ZERO LOT LINE,3534  CHESAPEAKE DR,NASHVILLE,2015-09-17,210000,No,0.11,4831,8000,22500,30500,1080,1984,3,2,0
050 10 0 116.00,ZERO LOT LINE,3532  CHESAPEAKE DR,NASHVILLE,2015-09-17,210000,No,0.11,4831,8000,22500,30500,1080,1984,3,2,0
050 14 0 190.00,SINGLE FAMILY,3210  CYNTHIA LN,NASHVILLE,2015-09-14,118000,No,0.2,4827,20000,90000,110000,1976,1962,3,1,1
060 02 0 207.00,SINGLE FAMILY,3108  VAILVIEW DR,NASHVILLE,2015-09-30,64000,No,0.28,4827,20000,50200,70200,1125,1960,3,1,1
026 07 0 033.00,SINGLE FAMILY,105  HARDWICK CT,GOODLETTSVILLE,2015-09-17,153000,No,0.13,9328,26000,105100,131100,1461,1985,3,2,0
033 12 0 111.00,SINGLE FAMILY,319  MELISSA DR,GOODLETTSVILLE,2015-09-14,108750,No,0.32,9327,22000,66200,88200,975,1963,3,1,0
033 16 0 129.00,SINGLE FAMILY,229  SLAYTON DR,MADISON,2015-09-04,145000,No,0.28,6929,24500,82800,107300,1315,1979,3,2,0
033 16 0 274.00,ZERO LOT LINE,1119  N GRAYCROFT AVE,MADISON,2015-09-01,96000,No,0.23,6929,17200,94900,112100,1200,1987,2,1,1
034 05 0 052.00,SINGLE FAMILY,309  GOLDIE DR,GOODLETTSVILLE,2015-09-25,157000,No,0.34,9327,22000,147800,170700,3224,1963,3,4,0
034 09 0 046.00,SINGLE FAMILY,103  MONTICELLO AVE,GOODLETTSVILLE,2015-09-11,86000,No,0.52,9327,25300,92000,120300,1025,1967,3,1,0
042 03 0 029.00,SINGLE FAMILY,930  WOODS LAKE DR,MADISON,2015-09-18,180000,No,0.51,6929,26500,122700,167700,1808,1959,3,2,0
042 04 0 023.00,SINGLE FAMILY,1037  HIGHLAND CIR,MADISON,2015-09-30,75000,No,0.5,6929,24500,44500,71900,1148,1958,3,1,0
042 16 0 231.00,SINGLE FAMILY,104  DONNA DR,MADISON,2015-09-14,191000,No,0.7,6928,28000,154000,182000,1950,1982,3,2,1
043 01 0 082.00,SINGLE FAMILY,1237  PIERCE RD,MADISON,2015-09-04,520000,No,0.55,6950,22300,50300,76800,892,1948,2,1,0
043 05 0 085.00,SINGLE FAMILY,809 A  CEDARCREST AVE,MADISON,2015-09-25,167500,No,0.36,6950,23600,113900,137500,1932,1925,5,2,1
043 05 0 125.00,SINGLE FAMILY,730  DELAWARE AVE,MADISON,2015-09-09,87500,No,0.19,6950,18000,54000,72000,784,1950,2,1,0
043 06 0 141.00,SINGLE FAMILY,608  FARVIEW DR,MADISON,2015-09-14,81000,No,0.25,6950,20000,54800,75900,950,1966,3,1,0
043 06 0 277.00,SINGLE FAMILY,536  SINGER DR,MADISON,2015-09-04,108000,No,0.2,6950,20000,77700,97700,1319,1970,3,1,0
043 10 0 005.00,DUPLEX,212  MAY DR,MADISON,2015-09-28,149800,No,0.43,6950,23800,95000,121300,2732,1951,4,2,0
043 13 0 333.00,SINGLE FAMILY,325  HICKORY ST,MADISON,2015-09-04,520000,No,0.15,6927,16000,46900,65900,828,1948,2,1,0
043 13 0 360.00,SINGLE FAMILY,232  ELM ST,MADISON,2015-09-23,55000,No,0.17,6927,16000,36700,52700,680,1935,2,1,0
043 14 0 113.00,SINGLE FAMILY,241  LANIER DR,MADISON,2015-09-09,165500,No,0.59,6927,23200,54200,82000,1200,1958,3,1,0
043 15 0 052.00,SINGLE FAMILY,109  RANDY RD,MADISON,2015-09-18,100000,No,0.94,6927,29000,51000,80000,816,1955,2,1,0
043 15 0 288.00,SINGLE FAMILY,1025  NEW PROVIDENCE PASS,MADISON,2015-09-02,149000,No,0.25,6927,27000,96100,123100,1204,2009,3,2,0
051 03 0 196.00,SINGLE FAMILY,613  BARBARA DR,MADISON,2015-09-25,178400,No,0.9,6928,30000,103800,133800,1759,1955,4,2,0
051 08 0 116.00,SINGLE FAMILY,118  E PALESTINE AVE,MADISON,2015-09-18,129900,No,0.41,6927,16000,90900,109000,1272,1954,2,1,0
051 12 0 035.00,SINGLE FAMILY,102  BERKLEY DR,MADISON,2015-09-21,70000,No,0.25,6927,16000,74500,90500,1122,1950,2,1,0
051 12 0 063.00,SINGLE FAMILY,1218  ARGLE AVE,MADISON,2015-09-10,148000,No,0.24,6927,16000,102000,118000,1648,1953,3,1,0
051 12 0 096.00,SINGLE FAMILY,427  BEECH AVE,MADISON,2015-09-14,194200,No,0.43,6927,16000,132800,170200,2262.75,1981,2,2,0
052 01 0 059.00,SINGLE FAMILY,305  HARRINGTON AVE,MADISON,2015-09-02,78750,No,0.2,6927,16000,94600,117500,1164,1940,3,2,0
052 01 0 103.00,SINGLE FAMILY,327  NEELYS BEND RD,MADISON,2015-09-30,85000,No,0.19,6927,16000,73500,89500,966,1963,3,1,0
052 01 0 296.00,SINGLE FAMILY,726  IDLEWILD DR,MADISON,2015-09-02,105000,No,0.22,6927,16000,60800,76800,970,1957,2,1,0
052 02 0 051.00,SINGLE FAMILY,417  LANIER DR,MADISON,2015-09-04,520000,No,0.2,6927,16000,44200,64500,756,1945,2,1,0
052 02 0 053.00,SINGLE FAMILY,407  LANIER DR,MADISON,2015-09-23,140000,No,0.22,6927,16000,101100,118900,1280,1948,3,1,1
052 09 0 035.00,SINGLE FAMILY,1136  GOLDILOCKS ST,MADISON,2015-09-04,520000,No,0.25,6927,16000,46400,62400,806,1950,2,1,0
052 09 0 039.00,SINGLE FAMILY,1137  GOLDILOCKS ST,MADISON,2015-09-04,520000,No,0.25,6927,16000,48600,64600,806,1950,2,1,0
052 09 0 063.00,SINGLE FAMILY,1125  PETER PAN ST,MADISON,2015-09-04,520000,No,0.27,6927,16000,63200,79200,832,1946,2,1,0
053 13 0 112.00,SINGLE FAMILY,412  SORENSEN WAY,MADISON,2015-09-30,190000,No,0.34,6926,27000,111500,138500,1975,1991,3,3,0
060 04 0 076.00,SINGLE FAMILY,3129  OAK RIDGE DR,NASHVILLE,2015-09-17,180000,No,0.29,4829,27600,93400,121000,1671,1966,3,1,1
060 07 0 048.00,SINGLE FAMILY,3007  HILLHURST DR,NASHVILLE,2015-09-14,122000,No,0.52,4829,27600,76000,105200,1422,1957,3,2,0
060 07 0 144.00,SINGLE FAMILY,3103  STANWYCK DR,NASHVILLE,2015-09-09,171900,No,0.83,4829,27600,112700,152900,1904,1965,3,2,0
061 03 0 191.00,SINGLE FAMILY,1115  HAYSBORO AVE,NASHVILLE,2015-09-25,197000,No,0.23,7326,36000,156000,192000,2043,1946,3,1,0
061 04 0 047.00,SINGLE FAMILY,4917  LOG CABIN RD,NASHVILLE,2015-09-16,200000,No,0.39,7326,36000,118500,154500,1175,1964,2,1,0
061 04 0 157.00,SINGLE FAMILY,4919  LOG CABIN RD,NASHVILLE,2015-09-15,196500,No,0.34,7326,28000,126300,154300,1240,1976,3,1,1
061 07 0 010.00,SINGLE FAMILY,974  MALQUIN DR,NASHVILLE,2015-09-23,203440,No,0.19,7332,26000,111200,137200,901,1950,2,1,0
061 07 0 013.00,SINGLE FAMILY,980  MALQUIN DR,NASHVILLE,2015-09-29,390000,No,0.19,7332,26000,262500,288500,2661,2015,4,2,1
061 07 0 027.00,SINGLE FAMILY,907  BROADMOOR DR,NASHVILLE,2015-09-29,192400,No,0.19,7332,26000,94700,120700,888,1950,2,1,0
061 07 0 172.00,SINGLE FAMILY,907  MAPLEWOOD PL,NASHVILLE,2015-09-25,80000,No,0.17,7332,26000,79200,106600,1051,1950,2,1,0
061 07 0 227.00,SINGLE FAMILY,4302  GLYNDA DR,NASHVILLE,2015-09-30,400000,No,0.41,7332,34500,243500,278000,2124,1955,4,2,1
061 08 0 071.00,SINGLE FAMILY,1128  RICHMOND DR,NASHVILLE,2015-09-23,262000,No,0.39,7326,28000,121200,149200,1640,1950,2,1,0
061 10 0 090.00,SINGLE FAMILY,4110  EDWARDS AVE,NASHVILLE,2015-09-04,205500,No,0.52,4830,20000,121700,142300,1331,1963,3,1,0
061 11 0 010.00,SINGLE FAMILY,912  MCMAHAN AVE,NASHVILLE,2015-09-21,285000,No,0.25,7332,30000,147600,182400,1415,1953,3,2,0
061 11 0 021.00,SINGLE FAMILY,911  MATTHEWS AVE,NASHVILLE,2015-09-24,157500,No,0.25,7332,30000,125000,162800,1414,1951,3,2,0
061 11 0 109.00,SINGLE FAMILY,1003  MATTHEWS AVE,NASHVILLE,2015-09-30,220000,No,0.19,7332,28200,95500,127800,828,1948,2,1,0
061 11 0 200.00,SINGLE FAMILY,1128  EASTDALE AVE,NASHVILLE,2015-09-18,270000,No,0.32,7328,38700,153400,193900,1794,1932,4,1,0
061 11 0 255.00,SINGLE FAMILY,1133  MCALPINE AVE,NASHVILLE,2015-09-04,142000,No,0.48,7328,37000,47300,84300,1073,1953,3,2,0
061 12 0 217.00,SINGLE FAMILY,1306  RIVERWOOD DR,NASHVILLE,2015-09-23,295000,No,0.46,7328,38700,167100,205800,1809,1948,2,2,0
061 14 0 178.00,SINGLE FAMILY,3724  BURRUS ST,NASHVILLE,2015-09-24,335000,No,0.17,7332,28200,200500,228700,1998,1934,4,3,0
061 15 0 015.00,SINGLE FAMILY,3916  BURRUS ST,NASHVILLE,2015-09-18,126500,No,0.27,7332,30000,81300,112100,736,1948,2,1,0
061 15 0 175.00,SINGLE FAMILY,1122  SUNNYMEADE DR,NASHVILLE,2015-09-25,212900,No,0.19,7328,30000,97300,139600,1344,1948,3,1,0
061 15 0 362.00,SINGLE FAMILY,3820  KATHERINE ST,NASHVILLE,2015-09-14,300000,No,0.43,7328,40000,203800,243800,1676,1946,3,2,0
061 15 0 373.00,SINGLE FAMILY,1310  NEWMAN AVE,NASHVILLE,2015-09-29,254900,No,0.28,7328,37000,146200,194600,1059,1936,2,1,0
061 16 0 012.00,SINGLE FAMILY,1225  MCALPINE AVE,NASHVILLE,2015-09-30,409500,No,0.43,7328,37000,308300,345300,2048,2015,4,3,0
061 16 0 112.00,SINGLE FAMILY,1327  MCALPINE AVE,NASHVILLE,2015-09-11,185000,No,0.18,7328,30000,99800,132300,864,1938,2,1,0
061 16 0 120.00,SINGLE FAMILY,4108  MURRAY PL,NASHVILLE,2015-09-01,255000,No,0.28,7328,37000,118100,161800,1459,1949,2,1,0
061 16 0 186.00,SINGLE FAMILY,1249  ARDEE AVE,NASHVILLE,2015-09-18,320000,No,0.25,7328,37000,192500,229500,1962,1950,3,2,0
061 16 0 302.00,SINGLE FAMILY,1305  SUNNYMEADE DR,NASHVILLE,2015-09-18,198000,No,0.32,7328,37000,85600,127000,1102,1958,2,1,0
063 00 0 174.00,SINGLE FAMILY,653  HIDDEN ACRES DR,MADISON,2015-09-28,360000,No,1.24,6926,56300,189200,290900,3099,1976,4,3,1
071 03 0 091.00,SINGLE FAMILY,114  DONALD ST,NASHVILLE,2015-09-04,125000,No,0.36,4832,20000,84400,104400,1607.82001,1957,3,1,0
071 07 0 037.00,SINGLE FAMILY,212  QUEEN AVE,NASHVILLE,2015-09-17,64000,No,0.16,4832,10000,25500,40700,1071,1954,3,1,0
071 07 0 111.00,DUPLEX,219 C  PRINCE AVE,NASHVILLE,2015-09-25,247000,No,0.17,4832,10000,61300,71300,1404,1984,4,2,0
071 07 0 112.00,DUPLEX,219 A  PRINCE AVE,NASHVILLE,2015-09-25,247000,No,0.17,4832,10000,61300,71300,1404,1984,4,2,0
071 08 0 209.00,SINGLE FAMILY,535 A  WESLEY AVE,NASHVILLE,2015-09-15,160000,No,0.22,4832,15000,83000,98000,1200,1958,2,1,0
071 11 0 140.00,SINGLE FAMILY,328  MARSHALL ST,NASHVILLE,2015-09-03,181000,No,0.18,3426,15000,96900,111900,920,1945,2,2,0
071 11 0 167.00,SINGLE FAMILY,302  PULLEN AVE,NASHVILLE,2015-09-11,238000,No,0.18,3426,15000,114800,129800,1292,1947,2,1,0
071 11 0 255.00,SINGLE FAMILY,1431  STAINBACK AVE,NASHVILLE,2015-09-28,235000,No,0.2,3426,15000,134700,149700,1139,1948,2,1,0
071 11 0 489.00,SINGLE FAMILY,311  GATEWOOD AVE,NASHVILLE,2015-09-24,347190,No,0.17,3426,15000,293600,308600,2283,2015,3,2,1
071 12 0 067.00,SINGLE FAMILY,1600  JONES AVE,NASHVILLE,2015-09-25,269900,No,0.18,3426,15000,174000,189000,1554.47253,1939,3,2,0
071 12 0 259.00,SINGLE FAMILY,1510 B  MONTGOMERY AVE,NASHVILLE,2015-09-09,345500,No,0.22,3426,15000,252500,267500,1959.25,2015,3,2,1
071 12 0 351.00,SINGLE FAMILY,1510 A  MONTGOMERY AVE,NASHVILLE,2015-09-09,347000,No,0.22,3426,15000,253500,268500,1959.25,2015,3,2,1
071 15 0 021.00,SINGLE FAMILY,136  MARIE ST,NASHVILLE,2015-09-16,359000,No,0.14,3426,15000,293600,308600,2250,2015,3,3,1
071 15 0 344.00,SINGLE FAMILY,1125  N 2ND ST,NASHVILLE,2015-09-25,290000,No,0.19,2026,27000,138900,165900,1289,1940,3,2,0
071 15 0 373.00,SINGLE FAMILY,1201  STOCKELL ST,NASHVILLE,2015-09-10,120000,No,0.2,2026,27000,40300,69100,876,1930,2,1,0
071 15 0 431.00,SINGLE FAMILY,1125  PENNOCK AVE,NASHVILLE,2015-09-25,335000,No,0.18,2026,27000,222000,249000,2149.25,1940,4,2,0
071 15 0 527.00,SINGLE FAMILY,1316 B  STAINBACK AVE,NASHVILLE,2015-09-29,314900,No,0.1,3426,10500,228500,239000,1726,2015,3,1,1
071 16 0 295.00,SINGLE FAMILY,728  DOUGLAS AVE,NASHVILLE,2015-09-14,340000,No,0.17,2026,27000,227900,254900,2467.75,2014,4,3,0
071 16 0 367.00,SINGLE FAMILY,1311  N 6TH ST,NASHVILLE,2015-09-28,140000,No,0.18,3426,15000,58600,73600,925,1965,2,1,0
071 16 0 464.00,SINGLE FAMILY,1209 A  N 8TH ST,NASHVILLE,2015-09-29,304000,No,0.12,2026,27000,200500,227500,1590,2015,3,2,0
072 02 0 003.00,SINGLE FAMILY,3207  CONEY ST,NASHVILLE,2015-09-03,330000,No,0.43,3628,38600,174900,214000,2063.5,1930,4,3,0
072 04 0 444.00,SINGLE FAMILY,1807  MCGAVOCK PIKE,NASHVILLE,2015-09-11,440000,No,0.26,7328,37000,375900,412900,2374,2015,3,2,1
072 06 0 271.00,SINGLE FAMILY,1119  LELAND AVE,NASHVILLE,2015-09-04,226000,No,0.25,3627,25000,103100,129000,1094,1950,2,1,0
072 06 0 339.01,DUPLEX,1216  KENMORE PL,NASHVILLE,2015-09-09,194500,No,0.29,7328,37000,78600,115600,1526,1962,4,2,0
072 06 0 369.00,SINGLE FAMILY,1204  KELLER AVE,NASHVILLE,2015-09-29,140000,No,0.35,3627,25000,86500,111500,932,1945,3,2,0
